"Date de réservation";"Début";"Fin";"Durée";"Salle";"Objet";"N° de l'organisateur";"Civilité";"Organisateur";"Type d'option";"Option";"Compte comptable";"Quantité";"Prix HT";"Taux de TVA";"Prix TTC";"Statut";"Type de document";"N° de document";"Date de document"
02/01/2023;09:00;18:00;"540";"Grande salle 9";;"10599";;"ASSISTEAL FORMATION";"Z_Arch22-23";"Salle 9 - 175 places - Journée";"70132";1;1232;0 %;1232;"Encaissée";"Facture";"F22230718";04/01/2023
02/01/2023;09:00;18:00;"540";"Petite salle 4";"(Réservation)";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Devis";"D22230608";07/12/2022
02/01/2023;09:00;18:00;"540";"Petite salle 1";"SIO 1";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Devis";"D22230608";07/12/2022
02/01/2023;09:00;18:00;"540";"Petite salle 4";"(Réservation)";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Facture";"F22230893";27/01/2023
02/01/2023;09:00;18:00;"540";"Petite salle 1";"SIO 1";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Facture";"F22230893";27/01/2023
02/01/2023;09:00;18:00;"540";"Petite salle 2";"SP3S";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Devis";"D22230608";07/12/2022
02/01/2023;09:00;18:00;"540";"Petite salle 2";"SP3S";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Facture";"F22230893";27/01/2023
02/01/2023;09:00;18:00;"540";"Petite salle 1";"SIO 1";"12995";;"CFA ISW EDUCATION";"Z_Arch23-24";"Adhésion 2023 (C2)";"7002";1;80;0 %;80;"Encaissée";"Devis";"D22230608";07/12/2022
02/01/2023;09:00;18:00;"540";"Grande salle 9";;"10599";;"ASSISTEAL FORMATION";"Z_Arch23-24";"Adhésion 2023 (C2)";"7002";1;80;0 %;80;"Encaissée";"Facture";"F22230718";04/01/2023
02/01/2023;09:00;18:00;"540";"Petite salle 1";"SIO 1";"12995";;"CFA ISW EDUCATION";"Z_Arch23-24";"Adhésion 2023 (C2)";"7002";1;80;0 %;80;"Encaissée";"Facture";"F22230893";27/01/2023
02/01/2023;14:00;18:00;"240";"Salle Visio";"Pas venu";"13159";;"COLOMBBUS";"Materiel";"Forfait Vidéoprojecteur (1/2 journée)";"70952";1;37;0 %;37;"Encaissée";"Facture";"F22230894";27/01/2023
02/01/2023;14:00;18:00;"240";"Salle Visio";"Pas venu";"13159";;"COLOMBBUS";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230894";27/01/2023
03/01/2023;09:00;18:00;"540";"Petite salle 2";"SP3S";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Devis";"D22230608";07/12/2022
03/01/2023;09:00;18:00;"540";"Petite salle 2";"SP3S";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Facture";"F22230893";27/01/2023
03/01/2023;09:00;18:00;"540";"Petite salle 4";"(Réservation)";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Devis";"D22230608";07/12/2022
03/01/2023;09:00;18:00;"540";"Petite salle 4";"(Réservation)";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Facture";"F22230893";27/01/2023
03/01/2023;09:00;18:00;"540";"Petite salle 1";"SIO 1";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Devis";"D22230608";07/12/2022
03/01/2023;09:00;18:00;"540";"Petite salle 1";"SIO 1";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Facture";"F22230893";27/01/2023
03/01/2023;09:00;18:00;"540";"Salle Moyenne 7";"(Réservation)";"10599";;"ASSISTEAL FORMATION";"Z_Arch23-24";"Salle 7 - 70 places - Journée";"70121";1;465;0 %;465;"Encaissée";"Facture";"F22230718";04/01/2023
03/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"(Réservation)";"10599";;"ASSISTEAL FORMATION";"Z_Arch23-24";"Salle 7 - 70 places - Journée";"70121";1;465;0 %;465;"Encaissée";"Facture";"F22230718";04/01/2023
03/01/2023;09:00;18:00;"540";"Grande salle 9";"(Réservation)";"10599";;"ASSISTEAL FORMATION";"Z_Arch23-24";"Salle 7 - 70 places - Journée";"70121";1;465;0 %;465;"Encaissée";"Facture";"F22230718";04/01/2023
03/01/2023;09:00;17:30;"510";"Salle Visio";"(Réservation)";"13159";;"COLOMBBUS";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - Journée";"70113";1;121;0 %;121;"Encaissée";"Facture";"F22230894";27/01/2023
03/01/2023;17:00;18:30;"90";"Salle Multimédia";"verifier tarif";"12942";;"CATRED";"Salle multimédia";"Salle Multimedia 1/2 Journée";"7021";1;118;0 %;118;"Encaissée";"Facture";"F22230888";26/01/2023
03/01/2023;17:00;18:30;"90";"Salle Multimédia";"verifier tarif";"12942";;"CATRED";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230888";26/01/2023
03/01/2023;18:45;22:45;"240";"Petite salle 2";"Petite salle 1/2 jour";"12225";;"DEBITEURS ANONYMES DA";"Z_Arch22-23";"Adhésion 2023 (C4)";"7004";1;15;0 %;15;"Encaissée";"Facture";"F22230895";27/01/2023
03/01/2023;18:45;22:45;"240";"Petite salle 2";"Petite salle 1/2 jour";"12225";;"DEBITEURS ANONYMES DA";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70114";1;30;0 %;30;"Encaissée";"Facture";"F22230895";27/01/2023
04/01/2023;08:30;10:00;"90";"ACCESSOIRES";"(Réservation)";"13159";;"COLOMBBUS";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230719";04/01/2023
04/01/2023;08:30;10:00;"90";"ACCESSOIRES";"(Réservation)";"13159";;"COLOMBBUS";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230894";27/01/2023
04/01/2023;09:00;13:00;"240";"Petite salle 1";"Pas venu";"13159";;"COLOMBBUS";"Materiel";"Forfait Vidéoprojecteur (1/2 journée)";"70952";1;37;0 %;37;"Encaissée";"Facture";"F22230894";27/01/2023
04/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"SALLE 8";"13118";;"ASALEE ASSOCIATION";"Materiel";"Forfait Vidéoprojecteur (Journée)";"70952";1;70;0 %;70;"Encaissée";"Devis";"D22230660";20/12/2022
04/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"SALLE 8";"13118";;"ASALEE ASSOCIATION";"Materiel";"Forfait Vidéoprojecteur (Journée)";"70952";1;70;0 %;70;"Encaissée";"Facture";"F22230695";02/01/2023
04/01/2023;09:00;18:00;"540";"Petite salle 2";"(Réservation)";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Devis";"D22230608";07/12/2022
04/01/2023;09:00;18:00;"540";"Petite salle 2";"(Réservation)";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Facture";"F22230893";27/01/2023
04/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"SALLE 8";"13118";;"ASALEE ASSOCIATION";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Devis";"D22230660";20/12/2022
04/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"SALLE 8";"13118";;"ASALEE ASSOCIATION";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230695";02/01/2023
04/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"SALLE 8";"13118";;"ASALEE ASSOCIATION";"Z_Arch23-24";"Salle 7 - 70 places - Journée";"70123";1;299;0 %;299;"Encaissée";"Devis";"D22230660";20/12/2022
04/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"SALLE 8";"13118";;"ASALEE ASSOCIATION";"Z_Arch23-24";"Salle 7 - 70 places - Journée";"70123";1;299;0 %;299;"Encaissée";"Facture";"F22230695";02/01/2023
04/01/2023;09:00;13:00;"240";"Petite salle 1";"Pas venu";"13159";;"COLOMBBUS";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230894";27/01/2023
04/01/2023;18:30;23:00;"270";"Petite salle 2";"Reservations";"1931";;"AVARAP";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230896";27/01/2023
04/01/2023;18:30;23:00;"270";"Petite salle 2";"Reservations";"1931";;"AVARAP";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230896";27/01/2023
04/01/2023;19:00;23:30;"270";"Salle Moyenne 7";"SALLE 7";"1219";;"PS XI";"Z_Arch22-23";"Adhésion 2023 (C4)";"7004";1;15;0 %;15;"Encaissée";"Devis";"D22230609";07/12/2022
04/01/2023;19:00;23:30;"270";"Salle Moyenne 7";"SALLE 7";"1219";;"PS XI";"Z_Arch22-23";"Adhésion 2023 (C4)";"7004";1;15;0 %;15;"Encaissée";"Facture";"F22230639";12/12/2022
04/01/2023;19:00;23:30;"270";"Salle Moyenne 7";"SALLE 7";"1219";;"PS XI";"Z_Arch22-23";"Salle 7 - 70 places - 1/2 journée";"70124";1;102;0 %;102;"Encaissée";"Devis";"D22230609";07/12/2022
04/01/2023;19:00;23:30;"270";"Salle Moyenne 7";"SALLE 7";"1219";;"PS XI";"Z_Arch22-23";"Salle 7 - 70 places - 1/2 journée";"70124";1;102;0 %;102;"Encaissée";"Facture";"F22230639";12/12/2022
05/01/2023;09:00;18:00;"540";"Petite salle 1";"(Réservation)";"13159";;"COLOMBBUS";"Materiel";"Forfait Vidéoprojecteur (Journée)";"70952";1;70;0 %;70;"Encaissée";"Facture";"F22230894";27/01/2023
05/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"SALLE 8";"13118";;"ASALEE ASSOCIATION";"Materiel";"Forfait Vidéoprojecteur (Journée)";"70952";1;70;0 %;70;"Encaissée";"Devis";"D22230660";20/12/2022
05/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"SALLE 8";"13118";;"ASALEE ASSOCIATION";"Materiel";"Forfait Vidéoprojecteur (Journée)";"70952";1;70;0 %;70;"Encaissée";"Facture";"F22230695";02/01/2023
05/01/2023;09:00;18:00;"540";"Ancienne Petite salle 3";"(Réservation)";"12729";;"ALARDINE FORMATION";"Z_Arch22-23";"Salle 5 - 8 places - Journée";"70142";1;112;0 %;112;"Encaissée";"Devis";"D22230561";28/11/2022
05/01/2023;09:00;18:00;"540";"Ancienne Petite salle 3";"(Réservation)";"12729";;"ALARDINE FORMATION";"Z_Arch22-23";"Salle 5 - 8 places - Journée";"70142";1;112;0 %;112;"Encaissée";"Facture";"F22230617";06/12/2022
05/01/2023;09:00;18:00;"540";"Ancienne Petite salle 3";"(Réservation)";"12729";;"ALARDINE FORMATION";"Z_Arch23-24";"Adhésion 2023 (C2)";"7002";1;80;0 %;80;"Encaissée";"Devis";"D22230561";28/11/2022
05/01/2023;09:00;18:00;"540";"Ancienne Petite salle 3";"(Réservation)";"12729";;"ALARDINE FORMATION";"Z_Arch23-24";"Adhésion 2023 (C2)";"7002";1;80;0 %;80;"Encaissée";"Facture";"F22230617";06/12/2022
05/01/2023;09:00;18:00;"540";"Grande salle 9";"(Réservation)";"10599";;"ASSISTEAL FORMATION";"Z_Arch23-24";"Salle 7 - 70 places - Journée";"70121";1;465;0 %;465;"Encaissée";"Facture";"F22230718";04/01/2023
05/01/2023;09:00;18:00;"540";"Salle Moyenne 7";"Tables et chaises pour 25 pers";"10599";;"ASSISTEAL FORMATION";"Z_Arch23-24";"Salle 7 - 70 places - Journée";"70121";1;465;0 %;465;"Encaissée";"Facture";"F22230718";04/01/2023
05/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"SALLE 8";"13118";;"ASALEE ASSOCIATION";"Z_Arch23-24";"Salle 7 - 70 places - Journée";"70123";1;299;0 %;299;"Encaissée";"Devis";"D22230660";20/12/2022
05/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"SALLE 8";"13118";;"ASALEE ASSOCIATION";"Z_Arch23-24";"Salle 7 - 70 places - Journée";"70123";1;299;0 %;299;"Encaissée";"Facture";"F22230695";02/01/2023
05/01/2023;09:00;18:00;"540";"Petite salle 1";"(Réservation)";"13159";;"COLOMBBUS";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - Journée";"70113";1;121;0 %;121;"Encaissée";"Facture";"F22230894";27/01/2023
05/01/2023;18:30;23:00;"270";"Petite salle 1";"Petite salle 1/2 jour";"12610";;"LES ATELIERS D'ECRITURE A LA LIGNE";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230728";04/01/2023
05/01/2023;18:30;23:00;"270";"Petite salle 1";"Petite salle 1/2 jour";"12610";;"LES ATELIERS D'ECRITURE A LA LIGNE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230728";04/01/2023
06/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"SALLE 8";"13118";;"ASALEE ASSOCIATION";"Materiel";"Forfait Vidéoprojecteur (Journée)";"70952";1;70;0 %;70;"Encaissée";"Devis";"D22230660";20/12/2022
06/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"SALLE 8";"13118";;"ASALEE ASSOCIATION";"Materiel";"Forfait Vidéoprojecteur (Journée)";"70952";1;70;0 %;70;"Encaissée";"Facture";"F22230695";02/01/2023
06/01/2023;09:00;18:00;"540";"Petite salle 4";"VIDEOPROJ JOURNEE";"12521";;"VOTRE ECOLE CHEZ VOUS";"Materiel";"Forfait Vidéoprojecteur (Journée)";"70952";1;70;0 %;70;"Encaissée";"Facture";"F22230720";04/01/2023
06/01/2023;09:00;18:45;"585";"Petite salle 1";"(Réservation)";"13159";;"COLOMBBUS";"Materiel";"Forfait Vidéoprojecteur (Journée)";"70952";1;70;0 %;70;"Encaissée";"Facture";"F22230894";27/01/2023
06/01/2023;09:00;18:00;"540";"Petite salle 4";"VIDEOPROJ JOURNEE";"12521";;"VOTRE ECOLE CHEZ VOUS";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230720";04/01/2023
06/01/2023;09:00;10:00;"60";"Petite salle 2";"(Réservation)";"12734";;"GROUPE SOS JEUNESSE";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230897";27/01/2023
06/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"SALLE 8";"13118";;"ASALEE ASSOCIATION";"Z_Arch23-24";"Salle 7 - 70 places - Journée";"70123";1;299;0 %;299;"Encaissée";"Devis";"D22230660";20/12/2022
06/01/2023;09:00;18:00;"540";"Salle Moyenne 8";"SALLE 8";"13118";;"ASALEE ASSOCIATION";"Z_Arch23-24";"Salle 7 - 70 places - Journée";"70123";1;299;0 %;299;"Encaissée";"Facture";"F22230695";02/01/2023
06/01/2023;09:00;18:00;"540";"Petite salle 4";"VIDEOPROJ JOURNEE";"12521";;"VOTRE ECOLE CHEZ VOUS";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - Journée";"70113";1;121;0 %;121;"Encaissée";"Facture";"F22230720";04/01/2023
06/01/2023;09:00;18:45;"585";"Petite salle 1";"(Réservation)";"13159";;"COLOMBBUS";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - Journée";"70113";1;121;0 %;121;"Encaissée";"Facture";"F22230894";27/01/2023
06/01/2023;09:00;10:00;"60";"Petite salle 2";"(Réservation)";"12734";;"GROUPE SOS JEUNESSE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - Journée";"70113";1;121;0 %;121;"Encaissée";"Facture";"F22230897";27/01/2023
06/01/2023;11:00;12:00;"60";"ACCESSOIRES";;"3499";;"ARTP  ASSOCIATION DE RECHERCHE SUR LES TRADITIONS POPULAIRES";"Services";"Domiciliation Courrier (mensuel)";"7071";12;18;0 %;18;"Encaissée";"Facture";"F22230737";06/01/2023
06/01/2023;13:00;14:00;"60";"ACCESSOIRES";"(Réservation)";"11768";;"APLIDO";"Services";"Domiciliation Courrier (mensuel)";"7071";12;18;0 %;18;"Encaissée";"Facture";"F22230738";06/01/2023
06/01/2023;14:00;16:00;"120";"Salle Multimédia";"(Réservation)";"12942";;"CATRED";"Salle multimédia";"Salle Multimedia 1/2 Journée";"7021";1;118;0 %;118;"Encaissée";"Facture";"F22230888";26/01/2023
06/01/2023;14:00;18:00;"240";"Salle Visio";"(Réservation)";"11348";;"SEQUENCES 7";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230721";04/01/2023
06/01/2023;14:00;18:00;"240";"Ancienne Petite salle 3";"(Réservation)";"11348";;"SEQUENCES 7";"Z_Arch23-24";"Salle 5 - 8 places - 1/2 journée";"70143";1;37;0 %;37;"Encaissée";"Facture";"F22230721";04/01/2023
06/01/2023;14:00;18:00;"240";"Salle Visio";"(Réservation)";"11348";;"SEQUENCES 7";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230721";04/01/2023
06/01/2023;14:15;15:15;"60";"ACCESSOIRES";"(Réservation)";"11348";;"SEQUENCES 7";"Materiel";"Forfait Vidéoprojecteur (1/2 journée)";"70952";1;37;0 %;37;"Posée";"Facture";"F22230760";09/01/2023
06/01/2023;16:00;18:00;"120";"ACCESSOIRES";;"12734";;"GROUPE SOS JEUNESSE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - Journée";"70113";1;121;0 %;121;"Encaissée";"Avoir";"A22230102";31/01/2023
06/01/2023;16:00;18:00;"120";"ACCESSOIRES";;"12734";;"GROUPE SOS JEUNESSE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - Journée";"70113";1;121;0 %;121;"Encaissée";"Facture";"F22230935";31/01/2023
06/01/2023;19:00;20:30;"90";"Petite salle 1";;"1931";;"AVARAP";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230896";27/01/2023
07/01/2023;09:00;18:00;"540";"Petite salle 1";"videoprojecteur";"11348";;"SEQUENCES 7";"Materiel";"Forfait Vidéoprojecteur (Journée)";"70952";1;70;0 %;70;"Encaissée";"Facture";"F22230741";06/01/2023
07/01/2023;09:00;18:00;"540";"Petite salle 1";"videoprojecteur";"11348";;"SEQUENCES 7";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - Journée";"70113";1;121;0 %;121;"Encaissée";"Facture";"F22230741";06/01/2023
07/01/2023;12:00;13:30;"90";"Salle Moyenne 8";"Moyenne 1/2 jour";"2121";;"NA ABSTINENTS";"Z_Arch22-23";"Salle 7 -70 places - 1/2 journée";"70123";1;62;0 %;62;"Encaissée";"Facture";"F22230898";27/01/2023
07/01/2023;12:00;13:30;"90";"Salle Moyenne 8";"Moyenne 1/2 jour";"2121";;"NA ABSTINENTS";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230898";27/01/2023
07/01/2023;14:00;18:00;"240";"Salle Moyenne 8";"(Réservation)";"12010";;"OROMO";"Z_Arch22-23";"Salle 7 -70 places - 1/2 journée";"70123";1;155;0 %;155;"Encaissée";"Devis";"D22230631";12/12/2022
07/01/2023;14:00;18:00;"240";"Salle Moyenne 8";"(Réservation)";"12010";;"OROMO";"Z_Arch22-23";"Salle 7 -70 places - 1/2 journée";"70123";1;155;0 %;155;"Encaissée";"Facture";"F22230670";15/12/2022
07/01/2023;14:00;18:00;"240";"Salle Moyenne 8";"(Réservation)";"12010";;"OROMO";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Devis";"D22230631";12/12/2022
07/01/2023;14:00;18:00;"240";"Salle Moyenne 8";"(Réservation)";"12010";;"OROMO";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230670";15/12/2022
07/01/2023;14:00;18:00;"240";"Ancienne Petite salle 3";;"11768";;"APLIDO";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Devis";"D22230628";10/12/2022
07/01/2023;14:00;18:00;"240";"Ancienne Petite salle 3";;"11768";;"APLIDO";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230634";10/12/2022
07/01/2023;14:00;18:00;"240";"Ancienne Petite salle 3";;"11768";;"APLIDO";"Z_Arch23-24";"Salle 5 - 8 places - 1/2 journée";"70143";1;37;0 %;37;"Encaissée";"Devis";"D22230628";10/12/2022
07/01/2023;14:00;18:00;"240";"Ancienne Petite salle 3";;"11768";;"APLIDO";"Z_Arch23-24";"Salle 5 - 8 places - 1/2 journée";"70143";1;37;0 %;37;"Encaissée";"Facture";"F22230634";10/12/2022
07/01/2023;19:00;23:00;"240";"Salle Moyenne 8";"SALLE 8";"3749";;"***EXCLUE*** ADERA";"Z_Arch22-23";"Salle 7 -70 places - 1/2 journée";"70123";1;155;0 %;155;"Encaissée";"Devis";"D22230584";04/12/2022
07/01/2023;19:00;23:00;"240";"Salle Moyenne 8";"SALLE 8";"3749";;"***EXCLUE*** ADERA";"Z_Arch22-23";"Salle 7 -70 places - 1/2 journée";"70123";1;155;0 %;155;"Encaissée";"Facture";"F22230627";08/12/2022
07/01/2023;19:00;23:00;"240";"Salle Moyenne 8";"SALLE 8";"3749";;"***EXCLUE*** ADERA";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Devis";"D22230584";04/12/2022
07/01/2023;19:00;23:00;"240";"Salle Moyenne 8";"SALLE 8";"3749";;"***EXCLUE*** ADERA";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230627";08/12/2022
08/01/2023;08:00;09:00;"60";"Grande salle 9";"envoie chq le 21/12";"2916";;"PRCF RENAISSANCE COMMUNISTE";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Annulée";"Devis";"D22230663";21/12/2022
08/01/2023;08:00;09:00;"60";"Grande salle 9";"envoie chq le 21/12";"2916";;"PRCF RENAISSANCE COMMUNISTE";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Annulée";"Facture";"F22230690";21/12/2022
08/01/2023;08:00;09:00;"60";"Grande salle 9";"envoie chq le 21/12";"2916";;"PRCF RENAISSANCE COMMUNISTE";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Annulée";"Avoir";"A22230071";02/01/2023
08/01/2023;08:00;09:00;"60";"Grande salle 9";"envoie chq le 21/12";"2916";;"PRCF RENAISSANCE COMMUNISTE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Annulée";"Devis";"D22230663";21/12/2022
08/01/2023;08:00;09:00;"60";"Grande salle 9";"envoie chq le 21/12";"2916";;"PRCF RENAISSANCE COMMUNISTE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Annulée";"Facture";"F22230690";21/12/2022
08/01/2023;08:00;09:00;"60";"Grande salle 9";"envoie chq le 21/12";"2916";;"PRCF RENAISSANCE COMMUNISTE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Annulée";"Avoir";"A22230071";02/01/2023
08/01/2023;09:00;13:00;"240";"Salle Moyenne 8";;"2916";;"PRCF RENAISSANCE COMMUNISTE";"Z_Arch22-23";"Salle 7 -70 places - 1/2 journée";"70123";1;155;0 %;155;"Encaissée";"Facture";"F22230696";02/01/2023
08/01/2023;09:00;13:00;"240";"Salle Moyenne 8";;"2916";;"PRCF RENAISSANCE COMMUNISTE";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230696";02/01/2023
08/01/2023;09:00;13:00;"240";"Ancienne Petite salle 3";"Bureau 1/2 jour";"10578";;"ALCIE";"Z_Arch23-24";"Salle 5 - 8 places - 1/2 journée";"70143";1;37;0 %;37;"Encaissée";"Facture";"F22230899";27/01/2023
08/01/2023;09:00;12:00;"180";"Salle Moyenne 7";"(Réservation)";"10578";;"ALCIE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230899";27/01/2023
08/01/2023;09:00;13:00;"240";"Petite salle 2";"Petite salle 1/2 jour";"10578";;"ALCIE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230899";27/01/2023
08/01/2023;09:00;13:00;"240";"Petite salle 4";"Petite salle 1/2 jour";"10578";;"ALCIE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230899";27/01/2023
08/01/2023;11:00;13:15;"135";"ACCESSOIRES";"(Réservation)";"2916";;"PRCF RENAISSANCE COMMUNISTE";"Services";"Photocopie A4 noir et blanc";"7091";20;0,2;0 %;0,2;"Posée";"Facture";"F22230747";08/01/2023
08/01/2023;12:00;13:30;"90";"Salle Moyenne 7";"Tarif salle moyenne";"2264";;"NA ETAPE";"Z_Arch22-23";"Salle 7 -70 places - 1/2 journée";"70123";1;62;0 %;62;"Encaissée";"Facture";"F22230900";27/01/2023
08/01/2023;12:00;13:30;"90";"Petite salle 1";"Petite salle 1/2 jour";"2264";;"NA ETAPE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;24,8;0 %;24,8;"Encaissée";"Facture";"F22230900";27/01/2023
08/01/2023;14:00;18:00;"240";"Salle Moyenne 7";"(Réservation)";"12634";;"ARLMF RESSORTISSANTS DE LEY-MIRO EN FRANCE";"Z_Arch22-23";"Salle 7 -70 places - 1/2 journée";"70123";1;155;0 %;155;"Encaissée";"Facture";"F22230552";22/11/2022
