"Date de réservation";"Début";"Fin";"Durée";"Salle";"Objet";"N° de l'organisateur";"Civilité";"Organisateur";"Type d'option";"Option";"Compte comptable";"Quantité";"Prix HT";"Taux de TVA";"Prix TTC";"Statut";"Type de document";"N° de document";"Date de document"
20/02/2023;19:00;19:45;"45";"Petite salle 4";"ANNULATION SALLE 20 FEVRIER 2023";"12746";;"FEDERATION DES ATELIERS DE PSYCHANALYSE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;59;0 %;59;"Annulée";"Avoir";"A22230092";20/01/2023
21/02/2023;09:00;10:45;"105";"ACCESSOIRES";"(Réservation)";"13159";;"COLOMBBUS";"Materiel";"Forfait Vidéoprojecteur (1/2 journée)";"70952";1;37;0 %;37;"Encaissée";"Avoir";"A22230112";21/02/2023
21/02/2023;09:00;10:45;"105";"ACCESSOIRES";"(Réservation)";"13159";;"COLOMBBUS";"Materiel";"Forfait Vidéoprojecteur (1/2 journée)";"70952";1;37;0 %;37;"Encaissée";"Facture";"F22231038";22/02/2023
21/02/2023;09:00;18:00;"540";"Petite salle 1";"SIO1";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Devis";"D22230808";27/01/2023
21/02/2023;09:00;18:00;"540";"Petite salle 1";"SIO1";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Facture";"F22231033";22/02/2023
21/02/2023;09:00;10:45;"105";"ACCESSOIRES";"(Réservation)";"13159";;"COLOMBBUS";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Avoir";"A22230112";21/02/2023
21/02/2023;09:00;10:45;"105";"ACCESSOIRES";"(Réservation)";"13159";;"COLOMBBUS";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22231038";22/02/2023
21/02/2023;09:00;13:00;"240";"Petite salle 4";"(Réservation)";"12544";;"CAP JEUNESSE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230830";20/01/2023
21/02/2023;09:00;13:00;"240";"Petite salle 4";"(Réservation)";"12544";;"CAP JEUNESSE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Devis";"D22230757";17/01/2023
21/02/2023;11:00;12:15;"75";"ACCESSOIRES";;"13159";;"COLOMBBUS";"Materiel";"Forfait Vidéoprojecteur (1/2 journée)";"70952";1;37;0 %;37;"Encaissée";"Avoir";"A22230115";22/02/2023
21/02/2023;11:00;12:15;"75";"ACCESSOIRES";;"13159";;"COLOMBBUS";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Avoir";"A22230115";22/02/2023
21/02/2023;13:45;18:15;"270";"Petite salle 2";;"11582";;"AUXILIA CONSEIL";"Materiel";"Forfait Vidéoprojecteur (1/2 journée)";"70952";1;37;0 %;37;"Encaissée";"Facture";"F22230971";10/02/2023
21/02/2023;13:45;18:15;"270";"Petite salle 2";;"11582";;"AUXILIA CONSEIL";"Materiel";"Forfait Vidéoprojecteur (1/2 journée)";"70952";1;37;0 %;37;"Encaissée";"Devis";"D22230727";10/01/2023
21/02/2023;13:45;18:15;"270";"Petite salle 2";;"11582";;"AUXILIA CONSEIL";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Devis";"D22230727";10/01/2023
21/02/2023;13:45;18:15;"270";"Petite salle 2";;"11582";;"AUXILIA CONSEIL";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230971";10/02/2023
21/02/2023;13:45;18:15;"270";"Petite salle 2";;"11582";;"AUXILIA CONSEIL";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Devis";"D22230727";10/01/2023
21/02/2023;13:45;18:15;"270";"Petite salle 2";;"11582";;"AUXILIA CONSEIL";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230971";10/02/2023
21/02/2023;19:00;23:00;"240";"Petite salle 4";;"13254";;"COP 232 BOULEVARD VOLTAIRE";"Z_Arch23-24";"Adhésion 2023 (C1)";"7001";1;47;0 %;47;"Encaissée";"Facture";"F22230958";08/02/2023
21/02/2023;19:00;23:00;"240";"Petite salle 4";;"13254";;"COP 232 BOULEVARD VOLTAIRE";"Z_Arch23-24";"récup salle 1,2 ou 4 (C1)";"70111";1;115;0 %;115;"Encaissée";"Facture";"F22230958";08/02/2023
21/02/2023;19:00;23:00;"240";"Ancienne Petite salle 3";"(Réservation)";"13195";;"DIRE LE TRAVAIL";"Z_Arch23-24";"Salle 5 - 8 places - 1/2 journée";"70142";1;65;0 %;65;"Encaissée";"Facture";"F22230972";10/02/2023
21/02/2023;19:00;23:00;"240";"Petite salle 1";"Petite salle 1/2 jour";"12225";;"DEBITEURS ANONYMES DA";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70114";1;30;0 %;30;"Encaissée";"Facture";"F22231040";22/02/2023
22/02/2023;08:00;09:00;"60";"Petite salle 2";"Petite salle 1/2 jour";"13120";;"PHILIPPE TANIER -EXPERT JUDICIAIRE";"Z_Arch23-24";"récup salle 1,2 ou 4 (C1)";"70111";1;110;0 %;110;"Annulée";"Avoir";"A22230101";31/01/2023
22/02/2023;11:00;12:00;"60";"ACCESSOIRES";"(Réservation)";"12882";;"LUTECE 75 CLUB TOASTMASTERS";"Services";"Photocopie A4 noir et blanc";"7091";36;0,2;0 %;0,2;"Encaissée";"Facture";"F22231043";22/02/2023
22/02/2023;14:00;18:00;"240";"Ancienne Petite salle 3";;"12872";;"AKA LES AMIS DE LA KABYLIE";"Z_Arch23-24";"Salle 5 - 8 places - 1/2 journée";"70143";1;37;0 %;37;"Encaissée";"Devis";"D22230917";21/02/2023
22/02/2023;14:00;18:00;"240";"Ancienne Petite salle 3";;"12872";;"AKA LES AMIS DE LA KABYLIE";"Z_Arch23-24";"Salle 5 - 8 places - 1/2 journée";"70143";1;37;0 %;37;"Encaissée";"Facture";"F22231032";22/02/2023
22/02/2023;14:00;18:00;"240";"Salle Moyenne 8";;"13120";;"PHILIPPE TANIER -EXPERT JUDICIAIRE";"Z_Arch23-24";"Salle 7 - 70 places 1/2  journée";"70121";1;360;0 %;360;"Encaissée";"Facture";"F22230920";31/01/2023
22/02/2023;18:30;23:00;"270";"Petite salle 1";"(Réservation)";"12882";;"LUTECE 75 CLUB TOASTMASTERS";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Devis";"D22230862";08/02/2023
22/02/2023;18:30;23:00;"270";"Petite salle 1";"(Réservation)";"12882";;"LUTECE 75 CLUB TOASTMASTERS";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22231035";22/02/2023
23/02/2023;09:00;13:00;"240";"Petite salle 2";"(Réservation)";"12544";;"CAP JEUNESSE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Devis";"D22230757";17/01/2023
23/02/2023;09:00;13:00;"240";"Petite salle 2";"(Réservation)";"12544";;"CAP JEUNESSE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230830";20/01/2023
23/02/2023;11:00;12:15;"75";"Ancienne Petite salle 3";"(Réservation)";"10578";;"ALCIE";"Z_Arch23-24";"Salle 5 - 8 places - 1/2 journée";"70143";4;25;0 %;25;"Posée";"Avoir";"A22230117";23/02/2023
23/02/2023;19:00;23:00;"240";"Grande salle 9";;"13233";;"OUTSIDERS";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Devis";"D22230770";19/01/2023
23/02/2023;19:00;23:00;"240";"Grande salle 9";;"13233";;"OUTSIDERS";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230826";20/01/2023
23/02/2023;19:00;23:00;"240";"Grande salle 9";;"13233";;"OUTSIDERS";"Z_Arch23-24";"Salle 9 - 175 places - 1/2 journée";"70133";1;470;0 %;470;"Encaissée";"Devis";"D22230770";19/01/2023
23/02/2023;19:00;23:00;"240";"Grande salle 9";;"13233";;"OUTSIDERS";"Z_Arch23-24";"Salle 9 - 175 places - 1/2 journée";"70133";1;470;0 %;470;"Encaissée";"Facture";"F22230826";20/01/2023
24/02/2023;09:00;13:00;"240";"Ancienne Petite salle 3";"Relance rglt fait le 27/03";"12544";;"CAP JEUNESSE";"Z_Arch23-24";"Salle 5 - 8 places - 1/2 journée";"70143";1;37;0 %;37;"Encaissée";"Devis";"D22230757";17/01/2023
24/02/2023;09:00;13:00;"240";"Ancienne Petite salle 3";"Relance rglt fait le 27/03";"12544";;"CAP JEUNESSE";"Z_Arch23-24";"Salle 5 - 8 places - 1/2 journée";"70143";1;37;0 %;37;"Encaissée";"Facture";"F22230976";10/02/2023
25/02/2023;09:30;10:00;"30";"Salle Moyenne 8";"SALLE 8 relance le 01/02/2023";"13234";;"UNION DES NATIFS DU CONGO UNC";"Z_Arch22-23";"Salle 7 -70 places - 1/2 journée";"70123";1;155;0 %;155;"Annulée";"Devis";"D22230805";26/01/2023
25/02/2023;14:00;18:00;"240";"Salle Moyenne 7";"salle 7";"3371";;"***EXCLUE***CLUB BEDIE";"Z_Arch22-23";"Salle 7 -70 places - 1/2 journée";"70123";1;155;0 %;155;"Encaissée";"Facture";"F22230933";02/02/2023
25/02/2023;14:00;18:00;"240";"Petite salle 4";;"12573";;"AFD DRI";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22231028";21/02/2023
25/02/2023;14:00;18:00;"240";"Salle Moyenne 7";"salle 7";"3371";;"***EXCLUE***CLUB BEDIE";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230933";02/02/2023
25/02/2023;14:00;18:00;"240";"Petite salle 2";"(Réservation)";"12127";;"ANISCI  ASSOCIATION NANTAISE D'INFORMATION SUR LA COTE D'IVOIRE";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22231010";16/02/2023
25/02/2023;14:00;18:00;"240";"Petite salle 4";;"12573";;"AFD DRI";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Devis";"D22230896";18/02/2023
25/02/2023;14:00;18:00;"240";"Ancienne Petite salle 3";"(Réservation)";"11768";;"APLIDO";"Z_Arch23-24";"Salle 5 - 8 places - 1/2 journée";"70143";1;37;0 %;37;"Encaissée";"Devis";"D22230813";28/01/2023
25/02/2023;14:00;18:00;"240";"Ancienne Petite salle 3";"(Réservation)";"11768";;"APLIDO";"Z_Arch23-24";"Salle 5 - 8 places - 1/2 journée";"70143";1;37;0 %;37;"Encaissée";"Facture";"F22230907";29/01/2023
25/02/2023;14:00;18:00;"240";"Petite salle 1";"(Réservation)";"13238";;"AFROTHENTIKA";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230979";10/02/2023
25/02/2023;14:00;18:00;"240";"Petite salle 4";;"12573";;"AFD DRI";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Devis";"D22230896";18/02/2023
25/02/2023;14:00;18:00;"240";"Petite salle 4";;"12573";;"AFD DRI";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22231028";21/02/2023
25/02/2023;14:00;18:00;"240";"Petite salle 2";"(Réservation)";"12127";;"ANISCI  ASSOCIATION NANTAISE D'INFORMATION SUR LA COTE D'IVOIRE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22231010";16/02/2023
25/02/2023;19:00;23:00;"240";"Petite salle 1";;"10832";;"***EXCLUE*** AFDF  ASSOCIATION DES FILLES DE DJIDJI EN FRANCE";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Devis";"D22230722";09/01/2023
25/02/2023;19:00;23:00;"240";"Petite salle 1";;"10832";;"***EXCLUE*** AFDF  ASSOCIATION DES FILLES DE DJIDJI EN FRANCE";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Devis";"D22230723";09/01/2023
25/02/2023;19:00;23:00;"240";"Petite salle 1";;"10832";;"***EXCLUE*** AFDF  ASSOCIATION DES FILLES DE DJIDJI EN FRANCE";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230796";14/01/2023
25/02/2023;19:00;23:00;"240";"Petite salle 1";;"10832";;"***EXCLUE*** AFDF  ASSOCIATION DES FILLES DE DJIDJI EN FRANCE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Devis";"D22230722";09/01/2023
25/02/2023;19:00;23:00;"240";"Petite salle 1";;"10832";;"***EXCLUE*** AFDF  ASSOCIATION DES FILLES DE DJIDJI EN FRANCE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Devis";"D22230723";09/01/2023
25/02/2023;19:00;23:00;"240";"Petite salle 2";"(Réservation)";"13023";;"DIASPORA SIFIE DIOULASSOBA  DSD";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Devis";"D22230778";21/01/2023
25/02/2023;19:00;23:00;"240";"Petite salle 1";;"10832";;"***EXCLUE*** AFDF  ASSOCIATION DES FILLES DE DJIDJI EN FRANCE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230796";14/01/2023
25/02/2023;19:00;23:00;"240";"Petite salle 2";"(Réservation)";"13023";;"DIASPORA SIFIE DIOULASSOBA  DSD";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230836";21/01/2023
25/02/2023;19:00;23:00;"240";"Petite salle 4";;"13023";;"DIASPORA SIFIE DIOULASSOBA  DSD";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22231030";22/02/2023
26/02/2023;08:45;09:00;"15";"Petite salle 4";"Petite salle 1/2 jour";"10578";;"ALCIE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22231051";23/02/2023
26/02/2023;09:00;10:30;"90";"Grande salle 9";"(Réservation)";"10578";;"ALCIE";"Z_Arch23-24";"Salle 5 - 8 places - 1/2 journée";"70143";1;37;0 %;37;"Encaissée";"Avoir";"A22230136";14/03/2023
26/02/2023;09:00;10:30;"90";"Grande salle 9";"(Réservation)";"10578";;"ALCIE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";3;62;0 %;62;"Encaissée";"Avoir";"A22230136";14/03/2023
26/02/2023;09:00;10:00;"60";"Petite salle 1";"Petite salle 1/2 jour";"10578";;"ALCIE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22231051";23/02/2023
26/02/2023;09:00;10:15;"75";"Ancienne Petite salle 3";"Bureau 1/2 jour";"10578";;"ALCIE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22231051";23/02/2023
26/02/2023;09:00;10:30;"90";"Salle Moyenne 8";"(Réservation)";"10578";;"ALCIE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22231051";23/02/2023
26/02/2023;11:45;13:30;"105";"Salle Visio";"Petite salle 1/2 jour";"2264";;"NA ETAPE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;24,8;0 %;24,8;"Encaissée";"Facture";"F22231049";23/02/2023
26/02/2023;11:45;13:30;"105";"Salle Visio";"Petite salle 1/2 jour";"2264";;"NA ETAPE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;24,8;0 %;24,8;"Encaissée";"Avoir";"A22230116";23/02/2023
26/02/2023;11:45;13:30;"105";"Salle Visio";"Petite salle 1/2 jour";"2264";;"NA ETAPE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;24,8;0 %;24,8;"Encaissée";"Facture";"F22231050";23/02/2023
26/02/2023;12:00;13:30;"90";"Petite salle 2";"Petite salle 1/2 jour";"2264";;"NA ETAPE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;24,8;0 %;24,8;"Encaissée";"Facture";"F22231049";23/02/2023
26/02/2023;12:00;13:30;"90";"Petite salle 2";"Petite salle 1/2 jour";"2264";;"NA ETAPE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;24,8;0 %;24,8;"Encaissée";"Avoir";"A22230116";23/02/2023
26/02/2023;12:00;13:30;"90";"Petite salle 2";"Petite salle 1/2 jour";"2264";;"NA ETAPE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;24,8;0 %;24,8;"Encaissée";"Facture";"F22231050";23/02/2023
26/02/2023;14:00;18:00;"240";"Salle Moyenne 8";"(Réservation)";"1998";;"AMICALE DE GBOKRO";"Z_Arch22-23";"Salle 7 -70 places - 1/2 journée";"70123";1;155;0 %;155;"Encaissée";"Facture";"F22230566";27/11/2022
26/02/2023;14:00;18:00;"240";"Salle Moyenne 7";"(Réservation)";"10544";;"ARD FAMILLE SOUARE";"Z_Arch22-23";"Salle 7 -70 places - 1/2 journée";"70123";1;155;0 %;155;"Encaissée";"Facture";"F22230977";10/02/2023
26/02/2023;14:00;18:00;"240";"Grande salle 9";"(Réservation)";"3343";;"CAP EUROPE AFRIQUE ONG";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Devis";"D22230907";21/02/2023
26/02/2023;14:00;18:00;"240";"Grande salle 9";"(Réservation)";"3343";;"CAP EUROPE AFRIQUE ONG";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22231052";23/02/2023
26/02/2023;14:00;18:00;"240";"Petite salle 1";"(Réservation)";"3327";;"AIRTF  ASSOCIATION  DES IVOIRIENS REGION TENIN";"Z_Arch23-24";"Adhésion 2023 (C3)";"7003";1;40;0 %;40;"Encaissée";"Facture";"F22230801";15/01/2023
26/02/2023;14:00;18:00;"240";"Grande salle 9";"(Réservation)";"3343";;"CAP EUROPE AFRIQUE ONG";"Z_Arch23-24";"Salle 9 - 175 places - 1/2 journée";"70133";1;470;0 %;470;"Encaissée";"Devis";"D22230907";21/02/2023
26/02/2023;14:00;18:00;"240";"Grande salle 9";"(Réservation)";"3343";;"CAP EUROPE AFRIQUE ONG";"Z_Arch23-24";"Salle 9 - 175 places - 1/2 journée";"70133";1;470;0 %;470;"Encaissée";"Facture";"F22231052";23/02/2023
26/02/2023;14:00;18:00;"240";"Petite salle 2";"SALLE 2";"12198";;"AIVE ASSOCIATION INTERVILLAGEOISE D'ENTRAIDE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Devis";"D22230803";26/01/2023
26/02/2023;14:00;18:00;"240";"Petite salle 2";"SALLE 2";"12198";;"AIVE ASSOCIATION INTERVILLAGEOISE D'ENTRAIDE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230925";01/02/2023
26/02/2023;14:00;18:00;"240";"Petite salle 4";"(Réservation)";"1998";;"AMICALE DE GBOKRO";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230566";27/11/2022
26/02/2023;14:00;18:00;"240";"Petite salle 1";"(Réservation)";"3327";;"AIRTF  ASSOCIATION  DES IVOIRIENS REGION TENIN";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230801";15/01/2023
26/02/2023;14:00;18:00;"240";"Salle Visio";"(Réservation)";"1731";;"WORODOUKA";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22230908";29/01/2023
27/02/2023;09:00;17:45;"525";"Petite salle 2";"SIO2";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Devis";"D22230808";27/01/2023
27/02/2023;09:00;17:45;"525";"Petite salle 2";"SIO2";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Facture";"F22231033";22/02/2023
27/02/2023;09:00;17:45;"525";"Petite salle 1";"SIO1";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Devis";"D22230808";27/01/2023
27/02/2023;09:00;17:45;"525";"Petite salle 1";"SIO1";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Facture";"F22231033";22/02/2023
27/02/2023;09:00;13:00;"240";"Petite salle 4";"Relance rglt fait le 27/03";"12544";;"CAP JEUNESSE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22231015";17/02/2023
28/02/2023;09:00;17:45;"525";"Petite salle 1";"SIO1";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Devis";"D22230808";27/01/2023
28/02/2023;09:00;17:45;"525";"Petite salle 1";"SIO1";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Facture";"F22231033";22/02/2023
28/02/2023;09:00;17:45;"525";"Petite salle 2";"SIO2";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Devis";"D22230808";27/01/2023
28/02/2023;09:00;17:45;"525";"Petite salle 2";"SIO2";"12995";;"CFA ISW EDUCATION";"Z_Arch22-23";"Salles 1,2 ou 4 - 19 places - Journée";"70112";1;211;0 %;211;"Encaissée";"Facture";"F22231033";22/02/2023
28/02/2023;09:00;13:15;"255";"Petite salle 4";"Relance rglt fait le 27/03";"12544";;"CAP JEUNESSE";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22231015";17/02/2023
28/02/2023;18:30;22:45;"255";"Petite salle 2";;"13220";;"COP 70 RUE ALEXANDRE DUMAS";"Z_Arch23-24";"Adhésion 2023 (C1)";"7001";1;47;0 %;47;"Encaissée";"Facture";"F22230679";19/12/2022
28/02/2023;18:30;22:45;"255";"Petite salle 2";;"13220";;"COP 70 RUE ALEXANDRE DUMAS";"Z_Arch23-24";"récup salle 1,2 ou 4 (C1)";"70111";1;115;0 %;115;"Encaissée";"Facture";"F22230679";19/12/2022
28/02/2023;18:45;22:45;"240";"Petite salle 1";"Petite salle 1/2 jour";"12225";;"DEBITEURS ANONYMES DA";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70114";1;30;0 %;30;"Encaissée";"Facture";"F22231040";22/02/2023
01/03/2023;18:30;23:00;"270";"Petite salle 1";"(Réservation)";"12882";;"LUTECE 75 CLUB TOASTMASTERS";"Services";"Photocopie A4 noir et blanc";"7091";63;0,2;0 %;0,2;"Encaissée";"Facture";"F22231215";29/03/2023
01/03/2023;18:30;22:30;"240";"Petite salle 4";;"13255";;"COP 84 BOULEVARD DE MENILMONTANT";"Z_Arch23-24";"Adhésion 2023 (C1)";"7001";1;47;0 %;47;"Encaissée";"Facture";"F22230959";08/02/2023
01/03/2023;18:30;22:30;"240";"Petite salle 4";;"13255";;"COP 84 BOULEVARD DE MENILMONTANT";"Z_Arch23-24";"récup salle 1,2 ou 4 (C1)";"70111";1;115;0 %;115;"Encaissée";"Facture";"F22230959";08/02/2023
01/03/2023;18:30;23:00;"270";"Petite salle 1";"(Réservation)";"12882";;"LUTECE 75 CLUB TOASTMASTERS";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22231215";29/03/2023
01/03/2023;18:30;23:00;"270";"Petite salle 2";"Reservations";"1931";;"AVARAP";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70113";1;62;0 %;62;"Encaissée";"Facture";"F22231216";29/03/2023
01/03/2023;18:30;22:30;"240";"Salle Visio";"(Réservation)";"3497";;"MAIRIE DU XI";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70114";1;30;0 %;30;"Encaissée";"Devis";"D22230675";02/01/2023
01/03/2023;18:30;22:30;"240";"Salle Visio";"(Réservation)";"3497";;"MAIRIE DU XI";"Z_Arch23-24";"Salles 1,2 ou 4 - 19 places - 1/2 journée";"70114";1;30;0 %;30;"Encaissée";"Facture";"F22231017";17/02/2023
02/03/2023;08:15;09:00;"45";"ANNEXE";"annulée le 26/01 par tel";"13225";;"COP 24 RUE LECLUSE";"Z_Arch23-24";"Adhésion 2023 (C1)";"7001";1;47;0 %;47;"Annulée";"Facture";"F22230706";03/01/2023
02/03/2023;08:15;09:00;"45";"ANNEXE";"annulée le 26/01 par tel";"13225";;"COP 24 RUE LECLUSE";"Z_Arch23-24";"récup salle 1,2 ou 4 (C1)";"70111";1;115;0 %;115;"Annulée";"Facture";"F22230706";03/01/2023
02/03/2023;09:15;10:15;"60";"ANNEXE";;"13225";;"COP 24 RUE LECLUSE";"Z_Arch23-24";"récup salle 1,2 ou 4 (C1)";"70111";1;115;0 %;115;"Posée";"Avoir";"A22230095";26/01/2023
02/03/2023;18:30;23:00;"270";"Grande salle 9";;"12516";;"COMMUNARD.E.S";"Z_Arch23-24";"Salle 9 - 175 places - 1/2 journée";"70133";1;470;0 %;470;"Encaissée";"Devis";"D22230932";27/02/2023
